Timestamp (ms),Accel X,Accel Y,Accel Z
24413,-0.04,-0.15,-1.04
24434,-0.06,-0.16,-1.03
24455,-0.04,-0.15,-1.04
24476,-0.03,-0.15,-1.03
24497,-0.04,-0.16,-1.03
24518,-0.04,-0.16,-1.02
24539,-0.04,-0.15,-1.01
24560,-0.04,-0.17,-1.02
24581,-0.02,-0.18,-1.03
24602,-0.03,-0.17,-1.03
24623,-0.04,-0.17,-1.03
24644,-0.04,-0.16,-1.04
24665,-0.02,-0.15,-1.05
24686,-0.02,-0.14,-1.04
24707,-0.02,-0.13,-1.04
24728,-0.02,-0.12,-1.04
24749,-0.03,-0.13,-1.05
24770,-0.02,-0.13,-1.05
24791,-0.0,-0.14,-1.04
24812,-0.01,-0.14,-1.04
24833,-0.01,-0.15,-1.04
24854,-0.01,-0.15,-1.06
24875,-0.01,-0.15,-1.07
24896,-0.01,-0.15,-1.07
24917,-0.01,-0.14,-1.07
24938,-0.02,-0.15,-1.06
24959,-0.0,-0.14,-1.06
24980,0.0,-0.15,-1.06
25001,-0.01,-0.14,-1.05
25022,-0.02,-0.14,-1.04
25043,-0.03,-0.14,-1.04
25064,-0.0,-0.15,-1.04
25085,-0.02,-0.12,-1.07
25106,-0.05,-0.1,-1.12
25127,-0.04,-0.12,-1.11
25148,0.0,-0.13,-1.05
25169,-0.01,-0.16,-0.99
25190,0.0,-0.16,-0.97
25211,0.02,-0.16,-0.98
25232,0.0,-0.18,-0.97
25253,-0.01,-0.16,-1.01
25274,-0.02,-0.17,-1.0
25295,-0.01,-0.17,-0.99
25316,-0.0,-0.18,-1.02
25337,0.01,-0.17,-1.02
25358,0.0,-0.17,-1.03
25379,0.0,-0.17,-1.04
25400,0.01,-0.16,-1.04
25421,-0.0,-0.15,-1.05
25442,0.01,-0.15,-1.06
25463,-0.01,-0.15,-1.07
25484,-0.01,-0.15,-1.08
25505,0.01,-0.14,-1.07
25526,0.01,-0.14,-1.06
25547,0.0,-0.13,-1.06
25568,-0.0,-0.13,-1.04
25589,0.0,-0.14,-1.04
25610,-0.0,-0.13,-1.03
25631,-0.0,-0.13,-1.03
25652,-0.01,-0.14,-1.03
25673,-0.01,-0.13,-1.02
25694,-0.01,-0.13,-1.02
25715,-0.01,-0.13,-1.02
25736,0.0,-0.14,-1.03
25757,0.0,-0.14,-1.03
25778,0.01,-0.15,-1.04
25799,0.0,-0.14,-1.04
25820,0.0,-0.14,-1.05
25841,0.0,-0.14,-1.05
25862,0.01,-0.13,-1.06
25883,0.01,-0.14,-1.06
25904,-0.01,-0.14,-1.04
