Timestamp (ms),Accel X,Accel Y,Accel Z
562580,0.85,0.05,-0.83
562601,0.51,0.03,-0.9
562622,0.46,0.12,-0.92
562643,0.51,0.14,-0.89
562664,0.54,0.14,-0.88
562685,0.52,0.11,-0.88
562706,0.48,0.11,-0.9
562727,0.49,0.11,-0.9
562748,0.52,0.12,-0.89
562769,0.59,0.13,-0.89
562790,0.59,0.09,-0.88
562811,0.55,0.11,-0.88
562832,0.48,0.13,-0.88
562853,0.46,0.13,-0.87
562874,0.49,0.12,-0.88
562895,0.53,0.1,-0.88
562916,0.48,0.1,-0.9
562937,0.43,0.11,-0.9
562958,0.51,0.11,-0.91
562979,0.53,0.11,-0.91
563000,0.47,0.11,-0.89
563021,0.58,0.03,-0.91
563042,0.67,0.09,-0.93
563063,0.49,0.13,-0.91
563084,0.35,0.2,-0.9
563105,0.07,0.22,-0.86
563126,0.38,0.24,-0.87
563147,0.77,0.07,-0.88
563168,0.7,0.01,-0.94
563189,0.35,0.06,-0.96
563210,0.18,0.15,-0.9
563231,0.47,0.22,-0.84
563252,0.65,0.11,-0.84
563273,0.52,0.07,-0.91
563294,0.31,0.1,-0.95
563315,0.39,0.16,-0.91
563336,0.66,0.12,-0.89
563357,0.65,0.06,-0.89
563378,0.38,0.11,-0.93
563399,0.34,0.17,-0.91
563420,0.49,0.17,-0.88
563441,0.69,0.08,-0.88
563462,0.6,0.05,-0.92
563483,0.47,0.09,-0.93
563504,0.45,0.13,-0.91
563525,0.41,0.15,-0.88
563546,0.45,0.14,-0.88
563567,0.47,0.12,-0.9
563588,0.49,0.09,-0.92
563609,0.52,0.1,-0.92
563630,0.44,0.12,-0.91
563651,0.45,0.14,-0.92
563672,0.49,0.12,-0.91
563693,0.5,0.11,-0.91
563714,0.51,0.11,-0.91
563735,0.46,0.13,-0.91
563756,0.47,0.13,-0.9
563777,0.46,0.12,-0.9
563798,0.47,0.1,-0.91
563819,0.48,0.11,-0.91
563840,0.49,0.11,-0.92
563861,0.49,0.11,-0.91
563882,0.52,0.1,-0.91
563903,0.48,0.12,-0.92
563924,0.37,0.14,-0.92
563945,0.33,0.16,-0.91
563966,0.43,0.13,-0.89
563987,0.48,0.13,-0.9
564008,0.42,0.12,-0.94
564029,0.38,0.14,-0.92
564050,0.48,0.12,-0.91
564071,0.52,0.12,-0.92
564092,0.5,0.1,-0.92
564113,0.48,0.1,-0.92
564134,0.46,0.11,-0.91
564155,0.46,0.12,-0.9
564176,0.48,0.13,-0.9
564197,0.5,0.11,-0.9
564218,0.5,0.11,-0.91
564239,0.51,0.11,-0.92
564260,0.45,0.13,-0.92
564281,0.34,0.14,-0.92
564302,0.37,0.16,-0.89
564323,0.46,0.17,-0.92
564344,0.56,0.17,-0.91
564365,0.51,0.13,-0.93
564386,0.4,0.13,-0.93
564407,0.5,0.21,-0.88
564428,0.53,0.12,-0.87
564449,0.67,0.0,-0.88
564470,0.52,0.06,-0.92
564491,0.45,0.09,-0.91
564512,0.47,0.13,-0.89
564533,0.45,0.08,-0.83
564554,0.44,0.14,-0.84
564575,0.66,0.07,-0.87
564596,0.25,0.11,-0.91
564617,0.3,0.22,-0.94
564638,1.14,0.1,-0.83
564659,0.73,0.09,-0.88
564680,0.35,0.17,-0.96
564701,0.39,0.17,-0.96
564722,0.35,0.16,-0.89
564743,0.44,0.17,-0.81
564764,0.55,0.15,-0.85
564785,0.51,0.08,-0.92
564806,0.4,0.11,-0.95
564827,0.5,0.15,-0.87
564848,0.45,0.21,-0.82
564869,0.59,0.19,-0.86
564890,0.45,0.17,-0.93
564911,0.53,0.14,-0.97
564932,0.52,0.15,-0.95
564953,0.37,0.16,-0.87
564974,0.48,0.13,-0.87
564995,0.39,0.14,-0.91
565016,0.48,0.09,-0.88
565037,0.64,0.13,-0.87
565058,0.57,0.11,-0.88
565079,0.34,0.12,-0.91
565100,0.3,0.15,-0.91
565121,0.52,0.19,-0.86
565142,0.6,0.17,-0.88
565163,0.54,0.1,-0.95
565184,0.59,0.11,-0.96
565205,0.51,0.14,-0.92
565226,0.3,0.27,-0.85
565247,0.4,0.28,-0.83
565268,0.51,0.23,-0.83
565289,0.74,0.16,-0.85
565310,0.72,0.08,-0.9
565331,0.55,0.14,-0.94
565352,0.48,0.14,-0.91
565373,0.46,0.16,-0.86
565394,0.48,0.21,-0.81
565415,0.49,0.16,-0.84
565436,0.48,0.12,-0.92
565457,0.57,0.15,-0.94
565478,0.5,0.17,-0.86
565499,0.49,0.22,-0.82
565520,0.73,0.14,-0.84
565541,0.57,0.07,-0.87
565562,0.22,0.18,-0.88
565583,0.26,0.23,-0.86
565604,0.97,0.11,-0.86
565625,0.84,0.07,-0.89
565646,0.23,0.19,-0.95
565667,0.34,0.2,-0.88
565688,0.46,0.23,-0.83
565709,0.76,0.16,-0.79
565730,0.7,0.09,-0.87
565751,0.21,0.1,-0.93
565772,0.43,0.23,-0.9
565793,0.68,0.26,-0.82
565814,0.58,0.17,-0.84
565835,0.28,0.15,-0.94
565856,0.65,0.2,-0.9
565877,0.62,0.21,-0.81
565898,0.3,0.21,-0.86
565919,0.53,0.03,-0.96
565940,0.88,0.13,-0.89
565961,0.25,0.27,-0.81
565982,0.42,0.15,-0.82
566003,0.64,0.13,-0.86
566024,0.69,0.08,-0.89
566045,0.53,0.14,-0.89
566066,0.24,0.21,-0.89
566087,0.66,0.19,-0.83
566108,0.68,0.13,-0.86
566129,0.54,0.08,-0.91
566150,0.3,0.24,-0.88
566171,0.36,0.31,-0.81
566192,0.76,0.17,-0.81
566213,0.71,0.02,-0.91
566234,0.63,0.12,-0.99
566255,0.36,0.25,-0.89
566276,0.48,0.23,-0.81
566297,0.46,0.14,-0.85
566318,0.38,0.07,-0.95
566339,0.59,0.25,-0.91
566360,0.41,0.25,-0.8
566381,0.45,0.13,-0.84
566402,0.57,0.02,-0.94
566423,0.67,0.21,-0.92
566444,0.6,0.28,-0.79
566465,0.46,0.1,-0.79
566486,0.39,0.0,-0.92
566507,0.63,0.21,-0.94
566528,0.67,0.3,-0.79
566549,0.39,0.12,-0.82
566570,0.37,0.01,-0.92
566591,0.64,0.18,-0.95
566612,0.76,0.34,-0.77
566633,0.43,0.1,-0.81
566654,0.26,-0.03,-0.95
566675,0.62,0.19,-0.95
566696,0.85,0.38,-0.76
566717,0.4,0.07,-0.81
566738,0.31,0.02,-0.94
566759,0.64,0.22,-0.93
566780,0.67,0.31,-0.79
566801,0.4,0.13,-0.83
566822,0.36,0.01,-0.94
566843,0.63,0.15,-0.96
566864,0.77,0.38,-0.83
566885,0.51,0.13,-0.8
566906,0.38,0.03,-0.91
566927,0.51,0.16,-0.94
566948,0.76,0.36,-0.75
566969,0.43,0.17,-0.74
566990,0.36,-0.06,-0.9
567011,0.41,0.12,-0.97
567032,0.8,0.39,-0.78
567053,0.51,0.1,-0.76
567074,0.42,-0.04,-0.89
567095,0.51,0.18,-0.93
567116,0.61,0.3,-0.82
567137,0.44,0.15,-0.84
567158,0.46,-0.01,-0.93
567179,0.67,0.27,-0.91
567200,0.56,0.19,-0.85
567221,0.44,0.18,-0.88
567242,0.58,0.12,-0.87
567263,0.56,0.21,-0.85
567284,0.49,0.14,-0.87
567305,0.53,0.14,-0.9
567326,0.59,0.17,-0.89
567347,0.57,0.18,-0.87
567368,0.52,0.15,-0.89
567389,0.53,0.15,-0.89
567410,0.58,0.15,-0.86
567431,0.55,0.14,-0.86
567452,0.53,0.14,-0.89
567473,0.53,0.12,-0.91
567494,0.56,0.18,-0.88
567515,0.43,0.17,-0.83
567536,0.39,0.17,-0.87
567557,0.55,0.1,-0.89
567578,0.58,0.2,-0.88
567599,0.46,0.12,-0.86
567620,0.38,0.09,-0.89
567641,0.43,0.13,-0.91
567662,0.55,0.21,-0.89
567683,0.5,0.16,-0.84
567704,0.45,0.17,-0.85
567725,0.45,0.12,-0.86
567746,0.48,0.13,-0.83
567767,0.44,0.04,-0.87
567788,0.35,0.01,-0.98
567809,0.69,0.18,-1.0
567830,0.78,0.24,-0.91
567851,0.67,0.23,-0.84
567872,0.51,0.19,-0.83
567893,0.44,0.09,-0.85
567914,0.4,0.1,-0.89
567935,0.52,0.25,-0.86
567956,0.38,0.17,-0.79
567977,0.33,0.07,-0.88
567998,0.49,0.09,-1.01
568019,0.83,0.39,-0.87
568040,0.59,0.2,-0.78
568061,0.06,-0.2,-0.95
568082,0.54,0.21,-1.01
568103,0.69,0.37,-0.82
568124,0.29,0.02,-0.92
568145,0.45,0.08,-1.03
568166,0.77,0.28,-0.86
568187,0.59,0.19,-0.78
568208,0.25,0.03,-0.88
568229,0.36,0.1,-0.92
568250,0.62,0.22,-0.85
568271,0.55,0.19,-0.77
568292,0.34,0.05,-0.89
568313,0.6,0.13,-0.95
568334,0.63,0.22,-0.9
568355,0.5,0.15,-0.88
568376,0.61,0.24,-0.85
568397,0.41,0.01,-0.92
568418,0.57,0.21,-0.9
568439,0.52,0.21,-0.81
568460,0.26,0.05,-0.92
568481,0.45,0.05,-1.03
568502,0.77,0.3,-0.89
568523,0.62,0.23,-0.78
568544,0.3,0.04,-0.86
568565,0.27,0.03,-0.92
568586,0.67,0.22,-0.89
568607,0.58,0.15,-0.84
568628,0.45,0.12,-0.91
568649,0.43,0.08,-1.0
568670,0.59,0.1,-0.97
568691,0.79,0.35,-0.78
568712,0.36,0.06,-0.82
568733,0.28,-0.03,-0.91
568754,0.57,0.2,-0.94
568775,0.71,0.33,-0.78
568796,0.41,0.11,-0.81
568817,0.19,-0.17,-0.97
568838,0.61,0.15,-1.08
568859,1.11,0.48,-0.71
568880,0.32,0.12,-0.73
568901,0.1,-0.11,-0.91
568922,0.37,0.08,-1.05
568943,1.02,0.39,-0.82
568964,0.38,0.08,-0.78
568985,0.37,-0.01,-0.92
569006,0.59,0.06,-0.99
569027,0.76,0.32,-0.84
569048,0.46,0.12,-0.81
569069,0.32,0.04,-0.89
569090,0.57,0.18,-0.9
569111,0.5,0.16,-0.85
569132,0.5,0.12,-0.88
569153,0.51,0.1,-0.89
569174,0.49,0.11,-0.92
569195,0.62,0.19,-0.88
569216,0.55,0.14,-0.87
569237,0.45,0.12,-0.9
569258,0.51,0.16,-0.9
569279,0.49,0.11,-0.86
569300,0.53,0.12,-0.88
569321,0.53,0.13,-0.89
569342,0.54,0.14,-0.9
569363,0.54,0.13,-0.93
569384,0.57,0.2,-0.85
569405,0.42,0.11,-0.87
569426,0.42,0.07,-0.89
569447,0.54,0.17,-0.9
569468,0.62,0.21,-0.82
569489,0.61,0.16,-0.83
569510,0.57,0.15,-0.89
569531,0.56,0.15,-0.91
569552,0.57,0.17,-0.86
569573,0.6,0.16,-0.81
569594,0.42,0.08,-0.86
569615,0.41,0.08,-0.9
569636,0.56,0.14,-0.87
569657,0.64,0.21,-0.8
569678,0.5,0.14,-0.77
569699,0.39,0.06,-0.88
569720,0.31,0.01,-0.91
569741,0.55,0.15,-0.89
569762,0.62,0.09,-0.91
569783,0.58,0.05,-0.98
569804,0.79,0.16,-0.96
569825,0.79,0.25,-0.82
569846,0.47,0.16,-0.82
569867,0.36,0.12,-0.83
569888,0.16,0.04,-0.89
569909,0.51,0.18,-0.91
569930,0.63,0.21,-0.81
569951,0.54,0.16,-0.78
569972,0.25,-0.05,-0.91
569993,0.37,0.06,-1.05
570014,0.96,0.37,-0.84
570035,0.76,0.3,-0.65
570056,0.33,0.04,-0.81
570077,-0.1,-0.14,-0.97
570098,0.71,0.27,-0.98
570119,1.04,0.3,-0.69
570140,0.41,0.06,-0.8
570161,0.24,-0.13,-1.03
570182,0.85,0.3,-0.96
570203,0.8,0.27,-0.76
570224,0.48,0.15,-0.8
570245,0.38,-0.05,-0.94
570266,0.56,0.25,-0.93
570287,0.77,0.23,-0.71
570308,0.52,0.12,-0.72
570329,0.18,-0.14,-0.96
570350,0.71,0.19,-0.96
570371,0.9,0.34,-0.68
570392,0.3,0.04,-0.77
570413,0.2,-0.04,-1.03
570434,0.8,0.23,-0.94
570455,0.82,0.27,-0.7
570476,0.53,0.2,-0.73
570497,0.15,-0.2,-0.96
570518,0.5,0.18,-1.08
570539,1.12,0.43,-0.68
570560,0.39,0.1,-0.71
570581,0.2,-0.11,-0.95
570602,0.54,0.19,-1.04
570623,1.12,0.37,-0.69
570644,0.42,0.11,-0.72
570665,0.23,-0.09,-0.94
570686,0.62,0.17,-0.99
570707,0.88,0.34,-0.77
570728,0.43,0.11,-0.78
570749,0.29,-0.08,-0.96
570770,0.69,0.25,-0.92
570791,0.74,0.25,-0.72
570812,0.39,0.09,-0.84
570833,0.51,0.07,-0.94
570854,0.65,0.14,-0.87
570875,0.65,0.21,-0.81
570896,0.78,0.26,-0.7
570917,0.31,0.05,-0.79
570938,0.22,0.03,-0.88
570959,0.65,0.18,-0.87
570980,0.69,0.18,-0.77
571001,0.57,0.12,-0.83
571022,0.54,0.08,-0.94
571043,0.69,0.15,-0.92
571064,0.62,0.15,-0.86
571085,0.56,0.14,-0.87
571106,0.56,0.16,-0.87
571127,0.55,0.15,-0.84
571148,0.55,0.13,-0.83
571169,0.56,0.08,-0.85
571190,0.56,0.11,-0.86
571211,0.6,0.12,-0.84
571232,0.58,0.14,-0.84
571253,0.54,0.1,-0.84
571274,0.54,0.08,-0.87
571295,0.61,0.13,-0.85
571316,0.64,0.18,-0.82
571337,0.58,0.12,-0.82
571358,0.49,0.1,-0.86
571379,0.5,0.07,-0.87
571400,0.57,0.1,-0.84
571421,0.62,0.12,-0.84
571442,0.62,0.11,-0.84
571463,0.48,0.08,-0.86
571484,0.56,0.07,-0.81
571505,0.54,0.25,-0.74
571526,0.5,0.08,-0.81
571547,0.58,-0.03,-0.95
571568,0.88,0.22,-0.84
571589,0.54,0.14,-0.83
571610,0.43,0.05,-0.91
571631,0.49,-0.04,-0.92
571652,0.54,0.12,-0.82
571673,0.4,0.05,-0.85
571694,0.46,-0.0,-0.92
571715,0.83,0.16,-0.85
571736,0.72,0.18,-0.74
571757,0.52,0.14,-0.78
571778,0.58,0.11,-0.78
571799,0.58,0.05,-0.8
571820,0.65,0.15,-0.78
571841,0.52,0.03,-0.87
571862,0.56,0.01,-0.92
571883,0.68,0.13,-0.85
571904,0.53,0.14,-0.8
571925,0.45,0.08,-0.91
571946,0.48,-0.09,-0.96
571967,0.85,0.15,-0.9
571988,0.81,0.26,-0.74
572009,0.35,0.07,-0.8
572030,0.13,-0.15,-0.96
572051,0.97,0.12,-0.92
572072,0.99,0.36,-0.69
572093,0.35,0.13,-0.76
572114,-0.01,-0.29,-0.94
572135,0.8,0.06,-1.02
572156,1.34,0.48,-0.66
572177,0.39,0.13,-0.71
572198,0.11,-0.09,-0.86
572219,-0.13,-0.18,-0.99
572240,1.26,0.3,-0.9
572261,1.03,0.33,-0.52
572282,0.12,-0.06,-0.88
572303,0.16,-0.12,-0.99
572324,1.06,0.24,-0.82
572345,0.6,0.12,-0.74
572366,0.41,0.03,-0.87
572387,0.35,0.03,-0.91
572408,0.71,0.1,-0.88
572429,0.78,0.24,-0.78
572450,0.54,0.14,-0.84
572471,0.29,-0.12,-0.9
572492,0.57,0.11,-0.96
572513,0.91,0.32,-0.78
572534,0.51,0.1,-0.79
572555,0.37,-0.04,-0.91
572576,0.56,0.08,-0.94
572597,0.79,0.21,-0.78
572618,0.42,0.03,-0.84
572639,0.47,0.04,-0.91
572660,0.67,0.1,-0.85
572681,0.62,0.13,-0.8
572702,0.56,0.1,-0.85
572723,0.5,0.05,-0.89
572744,0.63,0.13,-0.87
572765,0.62,0.18,-0.79
572786,0.46,0.07,-0.83
572807,0.43,0.07,-0.9
572828,0.58,0.11,-0.89
572849,0.64,0.15,-0.85
572870,0.62,0.12,-0.85
572891,0.57,0.11,-0.87
572912,0.56,0.12,-0.88
572933,0.57,0.13,-0.85
572954,0.59,0.11,-0.84
572975,0.51,0.08,-0.87
572996,0.53,0.08,-0.89
573017,0.59,0.1,-0.86
573038,0.55,0.09,-0.85
573059,0.53,0.08,-0.87
573080,0.52,0.08,-0.86
573101,0.56,0.09,-0.86
573122,0.54,0.09,-0.85
573143,0.53,0.08,-0.87
573164,0.51,0.08,-0.88
573185,0.56,0.1,-0.87
573206,0.57,0.1,-0.87
573227,0.53,0.09,-0.87
573248,0.51,0.09,-0.88
573269,0.55,0.11,-0.86
573290,0.55,0.11,-0.85
573311,0.53,0.11,-0.85
573332,0.52,0.09,-0.86
573353,0.55,0.1,-0.88
573374,0.54,0.12,-0.88
573395,0.56,0.12,-0.87
573416,0.54,0.09,-0.86
573437,0.54,0.11,-0.86
573458,0.54,0.1,-0.87
573479,0.55,0.11,-0.86
573500,0.55,0.1,-0.86
573521,0.52,0.09,-0.87
573542,0.55,0.1,-0.87
573563,0.56,0.11,-0.87
573584,0.57,0.11,-0.86
573605,0.55,0.12,-0.87
573626,0.52,0.1,-0.87
573647,0.54,0.1,-0.87
573668,0.54,0.11,-0.86
573689,0.53,0.11,-0.87
573710,0.54,0.09,-0.87
573731,0.54,0.1,-0.88
573752,0.56,0.11,-0.88
573773,0.58,0.1,-0.86
573794,0.6,0.1,-0.85
573815,0.59,0.1,-0.85
573836,0.56,0.1,-0.86
573857,0.53,0.08,-0.86
573878,0.51,0.09,-0.87
573899,0.55,0.11,-0.86
573920,0.55,0.1,-0.86
573941,0.57,0.1,-0.86
573962,0.49,0.1,-0.88
573983,0.47,0.1,-0.87
574004,0.59,0.11,-0.86
574025,0.64,0.13,-0.82
574046,0.62,0.17,-0.78
574067,0.51,0.17,-0.78
574088,0.27,0.03,-0.85
574109,0.26,-0.05,-0.93
574130,0.61,0.03,-0.98
574151,0.92,0.18,-0.86
574172,0.75,0.13,-0.84
574193,0.61,0.07,-0.89
574214,0.48,0.05,-0.9
574235,0.42,0.09,-0.87
574256,0.44,0.11,-0.84
574277,0.49,0.11,-0.84
574298,0.52,0.11,-0.88
574319,0.52,0.02,-0.92
574340,0.71,0.09,-0.91
574361,0.82,0.23,-0.83
574382,0.64,0.21,-0.79
574403,0.39,0.04,-0.85
